user_id,first_name,last_name,age,city,reg_date,plan,churn_date,total_minutes,total_messages,total_mb,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,plan_name,extra_minutes,extra_messages,extra_mb,extra_gb,extra_calls_cost,extra_messages_cost,extra_internet_cost,total_extra_cost,facturacion,ratio_extra_minutes,ratio_extra_messages,ratio_extra_mb
1084,Wiley,Mckinney,21,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-06-04,surf,2018-11-11,1745.18,210.0,56279.67,50,15360,500,20,10,0.03,0.03,surf,1245.18,160.0,40919.67,39.960615234375,37.3554,4.8,399.60615234374995,441.76155234374994,461.76155234374994,0.7134965979813166,0.7619047256235845,0.7270772908357356
1085,Ignacio,Bennett,48,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-07-19,ultimate,,2020.03,0.0,97308.64,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,66588.64,65.02796875,0.0,0.0,455.19578125,455.19578125,525.19578125,0.0,0.0,0.6843034697962788
1086,Adena,Macias,36,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-01-13,ultimate,,317.22,74.0,24775.81,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1087,Lenard,Atkinson,45,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-11-18,surf,,552.78,65.0,19212.9,50,15360,500,20,10,0.03,0.03,surf,52.77999999999997,15.0,3852.9000000000015,3.7625976562500014,1.583399999999999,0.44999999999999996,37.625976562500014,39.659376562500015,59.659376562500015,0.09548102146457861,0.23076919526627765,0.20053713900528447
1088,Paris,Robertson,64,"Phoenix-Mesa-Chandler, AZ MSA",2018-05-27,ultimate,,1522.51,358.0,116574.92,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,85854.92,83.8426953125,0.0,0.0,586.8988671875,586.8988671875,656.8988671875,0.0,0.0,0.7364784808999673
1089,Malena,Kelley,70,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-09-03,surf,,0.0,27.0,16597.91,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,1237.9099999999999,1.2088964843749999,0.0,0.0,12.088964843749999,12.088964843749999,32.08896484375,0.0,0.0,0.07458228170017653
1090,Brock,Skinner,30,"Indianapolis-Carmel-Anderson, IN MSA",2018-05-12,surf,,2586.73,189.0,141320.23,50,15360,500,20,10,0.03,0.03,surf,2086.73,139.0,125960.23000000001,123.00803710937501,62.6019,4.17,1230.08037109375,1296.85227109375,1316.85227109375,0.806705760528908,0.735449696537053,0.8913106778207686
1091,Taylor,Oliver,38,"Riverside-San Bernardino-Ontario, CA MSA",2018-05-04,ultimate,,796.43,86.0,10035.01,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1092,Taren,Strickland,26,"Dallas-Fort Worth-Arlington, TX MSA",2018-12-10,surf,,579.09,19.0,22419.61,50,15360,500,20,10,0.03,0.03,surf,79.09000000000003,0.0,7059.610000000001,6.894150390625001,2.372700000000001,0.0,68.94150390625,71.31420390625,91.31420390625,0.13657635019467876,0.0,0.31488549519153747
1093,Karima,Hampton,69,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-12-17,surf,,230.96,17.0,4837.79,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1094,Walter,Petersen,54,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-10-30,surf,2018-12-12,1607.34,99.0,54134.32,50,15360,500,20,10,0.03,0.03,surf,1107.34,49.0,38774.32,37.865546875,33.2202,1.47,378.65546875,413.34566875,433.34566875,0.6889270428849712,0.4949494449546015,0.7162613290946923
1095,Lilliam,Alvarado,55,"Louisville/Jefferson County, KY-IN MSA",2018-04-21,surf,,1026.75,95.0,127592.69,50,15360,500,20,10,0.03,0.03,surf,526.75,45.0,112232.69,109.602236328125,15.8025,1.3499999999999999,1096.02236328125,1113.1748632812498,1133.1748632812498,0.5130265350569609,0.47368416066482516,0.8796169278287325
1096,Song,Cline,28,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-12-22,ultimate,,132.23,14.0,7159.74,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1097,Deandre,Powell,27,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-02-26,surf,,2860.15,0.0,73113.4,50,15360,500,20,10,0.03,0.03,surf,2360.15,0.0,57753.399999999994,56.399804687499994,70.8045,0.0,563.998046875,634.802546875,654.802546875,0.8251839909613692,0.0,0.7899153915985421
1098,Collin,Sims,33,"Albany-Schenectady-Troy, NY MSA",2018-08-14,surf,,2286.65,426.0,137756.97,50,15360,500,20,10,0.03,0.03,surf,1786.65,376.0,122396.97,119.528291015625,53.5995,11.28,1195.28291015625,1260.16241015625,1280.16241015625,0.7813395107194389,0.882629087262228,0.8884992896629116
1099,Shavon,Banks,48,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-02-26,surf,,5079.93,239.0,171442.81,50,15360,500,20,10,0.03,0.03,surf,4579.93,189.0,156082.81,152.424619140625,137.3979,5.67,1524.24619140625,1667.31409140625,1687.31409140625,0.9015734451034297,0.7907949459918433,0.910407441355493
1100,Aaron,Rowe,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-02-13,surf,,1555.39,265.0,97397.07,50,15360,500,20,10,0.03,0.03,surf,1055.39,215.0,82037.07,80.114326171875,31.661700000000003,6.45,801.1432617187501,839.2549617187501,859.2549617187501,0.6785372113840439,0.8113207241011048,0.8422950504730486
1101,Sage,Conley,27,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-02-08,surf,,3307.1,648.0,112918.03,50,15360,500,20,10,0.03,0.03,surf,2807.1,598.0,97558.03,95.271513671875,84.213,17.939999999999998,952.71513671875,1054.86813671875,1074.86813671875,0.8488101332018683,0.9228394919314894,0.8639721220017766
1102,Marquitta,Walton,30,"Riverside-San Bernardino-Ontario, CA MSA",2018-02-20,ultimate,,407.73,45.0,6491.35,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1103,Moises,Weeks,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-07-01,surf,,1600.51,140.0,91026.96,50,15360,500,20,10,0.03,0.03,surf,1100.51,90.0,75666.96,73.893515625,33.015299999999996,2.6999999999999997,738.9351562500001,774.65045625,794.65045625,0.6875995733385011,0.6428570969387788,0.831258783020848
1104,Thurman,Stephens,20,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-12-23,ultimate,,8.73,25.0,9360.99,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1105,Micheal,Poole,57,"Providence-Warwick, RI-MA MSA",2018-01-08,surf,,2026.64,243.0,32589.41,50,15360,500,20,10,0.03,0.03,surf,1526.64,193.0,17229.41,16.825595703125,45.7992,5.79,168.25595703125,219.84515703125,239.84515703125,0.7532862237334395,0.7942386504428539,0.5286812493602427
1106,Eddy,Garrison,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-05-10,surf,2018-11-14,3772.97,0.0,168961.82,50,15360,500,20,10,0.03,0.03,surf,3272.97,0.0,153601.82,150.00177734375,98.1891,0.0,1500.0177734375002,1598.2068734375002,1618.2068734375002,0.8674784033070011,0.0,0.9090918882793112
1107,Lane,Cash,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-15,ultimate,,357.34,65.0,23632.23,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1108,Porfirio,Kane,45,"Salt Lake City, UT MSA",2018-12-30,ultimate,,0.0,0.0,233.17,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1109,Dominic,Salinas,41,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-02-16,surf,,3977.6,0.0,109740.51,50,15360,500,20,10,0.03,0.03,surf,3477.6,0.0,94380.51,92.168466796875,104.32799999999999,0.0,921.68466796875,1026.01266796875,1046.01266796875,0.8742960557263273,0.0,0.860033455206283
1110,Anderson,Cotton,65,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-04-20,surf,,2852.62,416.0,163687.8,50,15360,500,20,10,0.03,0.03,surf,2352.62,366.0,148327.8,144.8513671875,70.5786,10.98,1448.513671875,1530.072271875,1550.072271875,0.8247225328830249,0.8798076711584695,0.9061628294285731
1111,Booker,Hahn,75,"Urban Honolulu, HI MSA",2018-09-17,surf,,1076.69,322.0,55165.48,50,15360,500,20,10,0.03,0.03,surf,576.69,272.0,39805.48,38.8725390625,17.300700000000003,8.16,388.72539062500005,414.186090625,434.186090625,0.5356137742933085,0.844720470660855,0.7215650075515404
1112,Amal,Pacheco,18,"Grand Rapids-Kentwood, MI MSA",2018-10-08,ultimate,,2257.21,114.0,35529.08,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,4809.080000000002,4.696367187500002,0.0,0.0,32.87457031250001,32.87457031250001,102.87457031250001,0.0,0.0,0.13535616454595614
1113,Spencer,Powers,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-04,ultimate,,3284.67,277.0,95763.87,1000,30720,3000,70,7,0.01,0.01,ultimate,284.6700000000001,0.0,65043.869999999995,63.519404296874995,2.8467000000000007,0.0,444.63583007812497,447.48253007812497,517.4825300781249,0.08666624018039489,0.0,0.6792109591352969
1114,Esta,Estes,55,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-21,surf,,3554.58,464.0,102347.34,50,15360,500,20,10,0.03,0.03,surf,3054.58,414.0,86987.34,84.94857421875,91.6374,12.42,849.4857421874999,953.5431421874999,973.5431421874999,0.8593364030086919,0.8922413600810052,0.8499228215555067
1115,Yevette,Yang,21,"El Paso, TX MSA",2018-11-19,surf,,1159.47,152.0,24407.38,50,15360,500,20,10,0.03,0.03,surf,659.47,102.0,9047.380000000001,8.835332031250001,19.7841,3.06,88.35332031250002,111.19742031250001,131.19742031250001,0.5687684841456141,0.6710525874307508,0.3706821459858936
1116,Moriah,Yates,60,"Cincinnati, OH-KY-IN MSA",2018-08-08,surf,,345.44,19.0,15068.74,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1117,Hank,Taylor,49,"Dallas-Fort Worth-Arlington, TX MSA",2018-01-24,surf,,2610.2,0.0,140928.97,50,15360,500,20,10,0.03,0.03,surf,2110.2,0.0,125568.97,122.625947265625,63.30599999999999,0.0,1226.25947265625,1289.56547265625,1309.56547265625,0.8084437943129116,0.0,0.8910089245035278
1118,Deane,Ramirez,28,"Columbus, OH MSA",2018-12-08,surf,,862.78,17.0,15963.98,50,15360,500,20,10,0.03,0.03,surf,362.78,0.0,603.9799999999996,0.5898242187499996,10.883399999999998,0.0,5.898242187499996,16.781642187499994,36.7816421875,0.4204779848805259,0.0,0.037833923596851185
1119,Anderson,Palmer,60,"Louisville/Jefferson County, KY-IN MSA",2018-10-05,surf,,1153.95,366.0,3312.99,50,15360,500,20,10,0.03,0.03,surf,653.95,316.0,0.0,0.0,19.6185,9.48,0.0,29.0985,49.0985,0.5667056582459755,0.8633879545522417,0.0
1120,Abraham,Mcconnell,33,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-03,surf,,3306.0,417.0,194813.98,50,15360,500,20,10,0.03,0.03,surf,2806.0,367.0,179453.98,175.24802734375,84.17999999999999,11.01,1752.4802734375,1847.6702734375,1867.6702734375,0.8487598280436787,0.8800959021559737,0.9211555556269034
1121,Kathaleen,Albert,34,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-03-13,surf,,0.0,98.0,68100.54,50,15360,500,20,10,0.03,0.03,surf,0.0,48.0,52740.53999999999,51.504433593749994,0.0,1.44,515.0443359374999,516.4843359375,536.4843359375,0.0,0.4897958683881767,0.7744511275865872
1122,Lashay,Reese,57,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-03-04,surf,,3151.6,160.0,152135.65,50,15360,500,20,10,0.03,0.03,surf,2651.6,110.0,136775.65,133.569970703125,79.54799999999999,3.3,1335.69970703125,1418.54770703125,1438.54770703125,0.8413504225112627,0.6874999570312527,0.8990374707769654
1123,Dierdre,Nash,66,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-04-19,surf,,3195.51,182.0,139803.89,50,15360,500,20,10,0.03,0.03,surf,2695.51,132.0,124443.89000000001,121.52723632812501,80.8653,3.96,1215.2723632812501,1300.09766328125,1320.09766328125,0.843530451028066,0.7252746854244678,0.8901318124345373
1124,Jenell,Navarro,48,"New Haven-Milford, CT MSA",2018-02-19,ultimate,,1178.22,219.0,16080.22,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1125,Assunta,Carver,39,"North Port-Sarasota-Bradenton, FL MSA",2018-08-16,surf,,489.51,54.0,22697.1,50,15360,500,20,10,0.03,0.03,surf,0.0,4.0,7337.0999999999985,7.165136718749999,0.0,0.12,71.65136718749999,71.77136718749999,91.77136718749999,0.0,0.07407406035665548,0.32326156190735306
1126,Jermaine,Mcguire,68,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-02,ultimate,,5800.05,569.0,183729.34,1000,30720,3000,70,7,0.01,0.01,ultimate,2800.05,0.0,153009.34,149.42318359375,28.000500000000002,0.0,1045.96228515625,1073.96278515625,1143.96278515625,0.48276307879628094,0.0,0.832797527012681
1127,Marchelle,Brock,28,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-23,surf,,1407.08,76.0,151919.03,50,15360,500,20,10,0.03,0.03,surf,907.0799999999999,26.0,136559.03,133.358427734375,27.212399999999995,0.78,1333.58427734375,1361.5766773437501,1381.5766773437501,0.6446541728639866,0.3421052181440502,0.8988935092003357
1128,Lucius,Fernandez,41,"Knoxville, TN MSA",2018-01-25,ultimate,,357.25,294.0,124760.04,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,94040.04,91.8359765625,0.0,0.0,642.8518359374999,642.8518359374999,712.8518359374999,0.0,0.0,0.7537673119731472
1129,Marin,Bolton,70,"Baton Rouge, LA MSA",2018-11-10,surf,2018-12-27,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1130,Clarence,Cunningham,27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-05-17,surf,,1717.72,336.0,65214.71,50,15360,500,20,10,0.03,0.03,surf,1217.72,286.0,49854.71,48.686240234375,36.5316,8.58,486.86240234375,531.9740023437499,551.9740023437499,0.7089164665433455,0.8511904508574272,0.7644703164723924
1131,Shane,Morrison,60,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-01-07,surf,,0.0,216.0,115737.76,50,15360,500,20,10,0.03,0.03,surf,0.0,166.0,100377.76,98.02515625,0.0,4.9799999999999995,980.2515625,985.2315625,1005.2315625,0.0,0.7685184829389591,0.8672861820664849
1132,Edward,Roberts,39,"San Francisco-Oakland-Berkeley, CA MSA",2018-04-14,ultimate,,5546.62,1288.0,213787.95,1000,30720,3000,70,7,0.01,0.01,ultimate,2546.62,288.0,183067.95,178.777294921875,25.4662,2.88,1251.4410644531251,1279.787264453125,1349.787264453125,0.45913006396845274,0.22360248273600558,0.8563062136637586
1133,Larry,Barr,50,"Cincinnati, OH-KY-IN MSA",2018-07-21,ultimate,,1366.64,455.0,83193.17,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,52473.17,51.243330078125,0.0,0.0,358.703310546875,358.703310546875,428.703310546875,0.0,0.0,0.6307389175540805
1134,Shannon,Nichols,71,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-09-03,surf,,929.65,61.0,81335.59,50,15360,500,20,10,0.03,0.03,surf,429.65,11.0,65975.59,64.429287109375,12.889499999999998,0.32999999999999996,644.2928710937499,657.51237109375,677.51237109375,0.4621631747199142,0.18032783929051813,0.8111527806202484
1135,Scotty,White,51,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-12-23,ultimate,,133.8,0.0,6921.2,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1136,Jasper,Caldwell,25,"Knoxville, TN MSA",2018-10-14,surf,,916.62,127.0,55522.3,50,15360,500,20,10,0.03,0.03,surf,416.62,77.0,40162.3,39.22099609375,12.4986,2.31,392.2099609375,407.0185609375,427.0185609375,0.45451767957804023,0.6062991648583335,0.7233543998135246
1137,Allegra,Hopkins,20,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-10-02,surf,,0.0,168.0,16833.26,50,15360,500,20,10,0.03,0.03,surf,0.0,118.0,1473.2599999999984,1.4387304687499984,0.0,3.54,14.387304687499984,17.927304687499984,37.92730468749998,0.0,0.7023809105725648,0.08752077726624496
1138,Arlie,Higgins,66,"Riverside-San Bernardino-Ontario, CA MSA",2018-02-06,surf,,4002.2,120.0,207230.1,50,15360,500,20,10,0.03,0.03,surf,3502.2,70.0,191870.1,187.37314453125,105.06599999999999,2.1,1873.7314453125,1980.8974453125,2000.8974453125,0.8750687100218162,0.5833332847222262,0.9258794933300771
1139,Thomas,Lawson,66,"New Orleans-Metairie, LA MSA",2018-11-18,surf,,465.04,82.0,24282.45,50,15360,500,20,10,0.03,0.03,surf,0.0,32.0,8922.45,8.713330078125,0.0,0.96,87.13330078125,88.09330078125,108.09330078125,0.0,0.39024385484831037,0.36744438869741547
1140,Randolph,Graves,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-03-26,surf,,3304.02,65.0,89300.68,50,15360,500,20,10,0.03,0.03,surf,2804.02,15.0,73940.68,72.2076953125,84.1206,0.44999999999999996,722.0769531249999,806.647553125,826.647553125,0.8486691943490984,0.23076919526627765,0.8279968303905416
1141,Kirstie,Hodges,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,4898.71,120.0,98182.88,50,15360,500,20,10,0.03,0.03,surf,4398.71,70.0,82822.88,80.88171875,131.9613,2.1,808.8171875,942.8784875,962.8784875,0.8979323109595541,0.5833332847222262,0.8435572473690365
1142,Charlesetta,Dillard,18,"New Orleans-Metairie, LA MSA",2018-08-23,surf,,1620.82,181.0,76552.43,50,15360,500,20,10,0.03,0.03,surf,1120.82,131.0,61192.42999999999,59.75823242187499,33.624599999999994,3.9299999999999997,597.5823242187499,635.13692421875,655.13692421875,0.6915141675724993,0.7237568660907808,0.7993532013550251
1143,Lorina,Stevens,69,"Cincinnati, OH-KY-IN MSA",2018-10-26,surf,,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1144,Kaycee,Peterson,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-21,ultimate,,4382.09,601.0,275045.28,1000,30720,3000,70,7,0.01,0.01,ultimate,1382.0900000000001,0.0,244325.28000000003,238.59890625000003,13.820900000000002,0.0,1670.1923437500002,1684.0132437500001,1754.0132437500001,0.3153951646009207,0.0,0.888309299440139
1145,Venice,Brooks,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-12,surf,,2348.74,448.0,121862.41,50,15360,500,20,10,0.03,0.03,surf,1848.7399999999998,398.0,106502.41,104.006259765625,55.46219999999999,11.94,1040.06259765625,1107.46479765625,1127.46479765625,0.7871198992348242,0.8883928373126599,0.8739562100508306
1146,Loma,Mcneil,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-10-13,surf,,1064.85,238.0,49409.76,50,15360,500,20,10,0.03,0.03,surf,564.8499999999999,188.0,34049.76,33.25171875,16.945499999999996,5.64,332.51718750000003,355.1026875,375.1026875,0.5304502931826051,0.7899159331968095,0.689130244573313
1147,Duncan,Malone,71,"Urban Honolulu, HI MSA",2018-04-30,surf,,5822.43,203.0,257374.65,50,15360,500,20,10,0.03,0.03,surf,5322.43,153.0,242014.65,236.342431640625,159.6729,4.59,2363.42431640625,2527.68721640625,2547.68721640625,0.914125200450456,0.7536945441529781,0.9403204627596261
1148,Dwana,Moore,67,"Columbia, SC MSA",2018-11-04,surf,,1002.6,123.0,31554.9,50,15360,500,20,10,0.03,0.03,surf,502.6,73.0,16194.900000000001,15.815332031250001,15.078,2.19,158.1533203125,175.4213203125,195.4213203125,0.5012966237652442,0.5934958867076515,0.5132293239676788
1149,Jamaal,Camacho,54,"San Francisco-Oakland-Berkeley, CA MSA",2018-03-03,surf,,1692.35,0.0,35038.4,50,15360,500,20,10,0.03,0.03,surf,1192.35,0.0,19678.4,19.2171875,35.7705,0.0,192.171875,227.942375,247.942375,0.7045528365612738,0.0,0.5616238182789101
1150,Earlie,Giles,46,"Houston-The Woodlands-Sugar Land, TX MSA",2018-09-19,ultimate,,1624.44,0.0,50323.71,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,19603.71,19.144248046875,0.0,0.0,134.009736328125,134.009736328125,204.009736328125,0.0,0.0,0.3895521613192763
1151,Ralph,Monroe,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-03-20,surf,,2367.74,260.0,69502.66,50,15360,500,20,10,0.03,0.03,surf,1867.7399999999998,210.0,54142.66,52.87369140625,56.03219999999999,6.3,528.7369140625001,591.0691140625,611.0691140625,0.7888281619230652,0.8076922766272202,0.7790012640121973
1152,Merrill,Hogan,35,"Orlando-Kissimmee-Sanford, FL MSA",2018-11-01,surf,,1302.2,0.0,32695.25,50,15360,500,20,10,0.03,0.03,surf,802.2,0.0,17335.25,16.928955078125,24.066,0.0,169.28955078125,193.35555078125,213.35555078125,0.6160343985867425,0.0,0.5302069870913337
1153,Kathaleen,Crawford,30,"Bridgeport-Stamford-Norwalk, CT MSA",2018-06-19,surf,,3993.02,0.0,86734.12,50,15360,500,20,10,0.03,0.03,surf,3493.02,0.0,71374.12,69.7012890625,104.7906,0.0,697.012890625,801.803490625,821.803490625,0.8747814915157412,0.0,0.8229070634690353
1154,Humberto,Pruitt,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-07-18,ultimate,,851.23,225.0,46850.22,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,16130.220000000001,15.752167968750001,0.0,0.0,110.26517578125001,110.26517578125001,180.26517578125,0.0,0.0,0.3442933671721726
1155,Claude,Hahn,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-02-21,ultimate,,2318.49,355.0,226437.93,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,195717.93,191.130791015625,0.0,0.0,1337.915537109375,1337.915537109375,1407.915537109375,0.0,0.0,0.8643336829273994
1156,Anette,Chambers,71,"Albuquerque, NM MSA",2018-03-25,surf,,3845.58,0.0,171285.53,50,15360,500,20,10,0.03,0.03,surf,3345.58,0.0,155925.53,152.271025390625,100.36739999999999,0.0,1522.71025390625,1623.0776539062501,1643.0776539062501,0.8699805988433978,0.0,0.9103251745252314
1157,Luciano,Sheppard,63,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-07-02,surf,,2440.75,0.0,59579.82,50,15360,500,20,10,0.03,0.03,surf,1940.75,0.0,44219.82,43.18341796875,58.2225,0.0,431.8341796875,490.05667968750004,510.05667968750004,0.7951449317007274,0.0,0.7421945885801275
1158,Robin,Thornton,20,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2018-11-30,ultimate,,451.36,0.0,21244.74,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1159,Dierdre,Baker,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-07-21,ultimate,,4101.6,490.0,67081.84,1000,30720,3000,70,7,0.01,0.01,ultimate,1101.6000000000004,0.0,36361.84,35.509609375,11.016000000000004,0.0,248.56726562499998,259.58326562499997,329.58326562499997,0.2685781152024135,0.0,0.5420519173979049
1160,Steven,Morgan,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",2018-02-05,surf,,4864.0,135.0,167495.68,50,15360,500,20,10,0.03,0.03,surf,4364.0,85.0,152135.68,148.57,130.92,2.55,1485.6999999999998,1619.1699999999998,1639.1699999999998,0.8972039455238406,0.6296295829904013,0.9082961422701591
1161,Florance,Estrada,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-27,ultimate,,789.55,2.0,14655.96,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1162,Mark,Farley,20,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-07-12,ultimate,,1018.99,96.0,47883.79,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,17163.79,16.761513671875,0.0,0.0,117.330595703125,117.330595703125,187.330595703125,0.0,0.0,0.3584467728309629
1163,Lanie,Washington,27,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-01-12,ultimate,,2495.69,30.0,95514.71,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,64794.71000000001,63.276083984375006,0.0,0.0,442.93258789062503,442.93258789062503,512.932587890625,0.0,0.0,0.6783741477434864
1164,Kam,Macias,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-17,ultimate,,3182.31,225.0,124410.28,1000,30720,3000,70,7,0.01,0.01,ultimate,182.30999999999995,0.0,93690.28,91.4944140625,1.8230999999999995,0.0,640.4608984375,642.2839984374999,712.2839984374999,0.05728857321477612,0.0,0.7530750673695875
1165,Nigel,Huber,20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-10-27,surf,,298.01,68.0,38067.99,50,15360,500,20,10,0.03,0.03,surf,0.0,18.0,22707.989999999998,22.175771484374998,0.0,0.54,221.75771484374997,222.29771484374996,242.29771484374996,0.0,0.26470584342561126,0.5965113995783566
1166,Kaycee,Bryant,26,"Baltimore-Columbia-Towson, MD MSA",2018-05-07,surf,,720.29,0.0,84343.07,50,15360,500,20,10,0.03,0.03,surf,220.28999999999996,0.0,68983.07,67.366279296875,6.608699999999999,0.0,673.6627929687501,680.2714929687501,700.2714929687501,0.305835145485358,0.0,0.8178866383666273
1167,Rebbecca,Nicholson,47,"Denver-Aurora-Lakewood, CO MSA",2018-04-06,surf,,4100.85,344.0,95237.18,50,15360,500,20,10,0.03,0.03,surf,3600.8500000000004,294.0,79877.18,78.00505859375,108.02550000000001,8.82,780.0505859374999,896.8960859375,916.8960859375,0.8780740556760818,0.854651137946188,0.838718449996239
1168,Shay,Weaver,58,"Milwaukee-Waukesha, WI MSA",2018-12-13,surf,,276.28,14.0,7322.85,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
